"V2026","V3012","V3018","V3020","V3032","V3033","VS0005","VS0007","VS0017","VS0022","VS0023","VS0025","VS0034","VS0046","VS0047","VS0048","VS0049","VS0050","VS0051","VS0052","VS0053","VS0054","VS0055","VS0146","VS0147","VS0148","VS0149","VS0150","VS0151","VS0057","VS0152","VS0153","VS0154","VS0155","VS0058","VS0059","VS0069","VS0070","VS0112","VS0136","VS0138","o_bullied"
98,4,2,11,15,99,2,1,7,0,12,2,1,1,2,1,2,2,2,2,1,1,3,1,1,2,2,2,2,1,4,1,1,1,3,3,2,2,2,2,1,"0"
13,4,2,10,8,99,2,0,5,10,12,1,1,3,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,1,1,4,1,2,2,1,2,2,2,1,"0"
10,11,1,27,17,99,1,1,7,9,12,1,1,3,3,2,2,2,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,1,2,1,"0"
7,9,1,9,15,99,1,1,4,5,12,1,2,3,3,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,"0"
14,3,1,10,6,99,2,1,6,7,12,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"0"
14,4,2,6,8,99,1,1,2,7,8,2,2,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,2,2,2,2,1,2,2,2,2,1,"0"
14,3,1,7,4,1,2,1,2,4,8,1,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,1,4,4,2,2,2,2,2,"0"
14,3,1,8,9,99,1,1,4,9,12,1,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,"0"
14,4,2,7,8,99,1,1,2,0,8,1,2,2,4,2,2,3,2,2,2,2,4,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,"0"
14,3,1,11,17,99,2,1,6,9,12,2,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,"0"
11,4,2,8,14,99,2,1,4,9,12,1,2,2,2,1,2,3,1,2,2,2,3,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,"0"
14,3,1,9,15,99,1,1,4,9,12,4,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,"0"
12,11,2,8,8,99,2,1,4,9,12,1,2,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,"0"
2,3,1,27,99,2,2,1,7,9,12,1,2,2,2,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,"0"
11,4,2,8,4,2,3,0,5,7,12,2,2,1,3,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,"0"
98,9,1,11,2,2,1,1,6,10,12,1,2,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,"0"
13,3,1,11,7,99,2,1,6,9,12,1,2,1,3,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,"0"
14,4,2,27,7,99,1,1,7,9,12,1,2,3,2,1,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,"0"
12,9,2,5,5,99,1,1,1,6,8,1,2,3,2,2,2,3,3,1,2,2,99,3,1,2,2,2,2,1,2,2,2,2,2,3,1,2,2,2,99,"0"
12,3,1,10,18,99,2,1,7,9,12,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
13,3,1,8,10,99,1,1,3,6,9,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"0"
98,3,1,8,3,1,3,0,4,9,12,1,2,3,3,2,2,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,"0"
14,4,2,10,8,99,1,1,6,9,12,2,2,4,2,1,2,2,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,1,1,1,2,2,2,1,"0"
3,9,2,10,6,99,2,1,99,9,12,1,2,2,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,1,2,2,"0"
14,3,1,6,12,99,2,0,1,0,8,2,2,3,2,2,2,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,"0"
12,3,1,10,17,99,1,1,6,9,12,3,2,3,3,1,2,2,2,2,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"0"
8,3,1,10,14,99,1,1,6,9,12,1,2,2,3,1,1,4,3,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,"0"
98,3,1,7,11,99,2,0,2,5,8,2,2,2,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,3,3,1,2,2,2,3,"0"
98,4,2,9,1,1,3,0,5,9,12,2,2,2,2,2,2,2,2,2,2,2,4,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,"0"
14,3,1,5,1,1,2,0,1,0,6,1,1,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,"0"
98,4,2,9,8,99,1,1,6,9,12,4,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
14,3,1,9,8,99,1,1,4,7,9,2,1,2,2,1,2,2,3,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,"0"
4,3,1,10,6,99,3,0,5,0,12,1,2,2,2,1,2,1,2,2,1,1,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,"0"
14,4,2,8,7,99,2,1,4,8,9,1,1,2,3,2,1,1,2,1,1,1,4,2,3,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,"0"
98,10,2,10,1,1,2,1,5,9,12,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,"0"
14,3,1,7,9,99,1,1,3,6,8,1,1,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,"0"
14,3,1,9,12,99,1,1,5,9,12,2,1,3,3,2,1,2,2,4,2,2,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,"0"
13,4,2,11,99,1,1,1,6,9,12,2,2,3,3,2,2,2,2,2,1,1,3,1,1,1,1,1,1,2,2,2,3,2,1,1,2,2,1,2,2,"0"
9,10,2,7,1,2,1,1,3,6,8,1,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"0"
10,4,2,10,1,2,3,0,5,9,12,1,2,2,3,2,2,2,2,2,2,2,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,"0"
13,4,2,8,14,99,2,0,3,7,12,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,"0"
14,4,2,9,6,99,4,0,4,9,12,1,2,2,2,1,2,1,1,1,1,1,4,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,"0"
14,4,2,11,12,99,2,1,6,10,12,2,2,2,2,1,1,2,2,1,2,2,4,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,"0"
98,3,1,7,3,1,2,0,4,6,10,1,98,2,1,2,2,2,99,99,2,2,99,2,2,2,99,99,2,2,3,1,2,2,3,3,2,99,2,3,2,"0"
98,4,2,9,3,1,1,1,5,9,12,1,2,2,2,1,1,1,2,1,2,2,3,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,"0"
14,3,1,8,13,99,1,1,3,7,8,1,2,3,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,3,3,2,2,2,2,3,"0"
14,4,2,6,10,99,1,1,2,7,8,1,2,2,2,1,2,1,2,2,1,1,4,3,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,"0"
8,3,1,9,6,99,2,1,5,8,12,2,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,"0"
14,4,2,7,1,1,2,0,3,6,8,1,2,3,2,2,2,2,3,3,2,2,4,2,1,2,1,1,1,1,3,2,4,1,1,1,1,2,2,2,2,"0"
6,4,2,6,2,1,2,1,2,7,12,1,2,3,3,2,2,2,2,2,2,2,3,2,99,2,2,2,2,1,2,3,99,2,2,2,2,2,2,2,2,"0"
4,9,1,9,4,1,1,1,4,9,12,1,2,2,2,2,1,1,1,2,1,1,4,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,3,"0"
98,9,1,7,7,99,1,1,3,7,8,2,2,3,3,4,1,2,4,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,"0"
98,3,1,8,5,99,1,1,4,9,12,2,2,1,2,2,2,3,2,1,2,1,4,2,99,2,2,2,1,2,4,1,3,2,2,2,2,2,2,2,1,"0"
11,4,2,7,13,99,1,1,3,6,8,1,2,3,2,1,2,1,2,2,2,2,4,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,"0"
14,3,1,6,2,3,1,1,2,6,8,1,2,2,1,2,2,2,2,2,1,1,3,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,"0"
98,3,1,9,8,99,2,0,4,9,12,1,2,2,2,1,1,2,2,2,2,2,4,2,2,2,2,1,2,1,1,1,1,1,2,3,2,2,2,2,1,"0"
13,3,1,7,4,1,1,1,2,6,8,1,2,2,1,2,1,1,2,1,2,2,3,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,"0"
13,3,1,7,13,99,2,0,3,0,12,1,2,3,2,2,2,2,2,1,2,1,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
10,4,2,7,6,99,1,1,3,6,8,1,2,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,"0"
98,7,1,10,16,99,2,1,6,9,12,1,2,4,4,2,2,1,3,2,4,3,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,"0"
13,9,2,9,13,99,1,1,5,9,12,2,2,4,3,1,2,1,3,1,1,1,4,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,"0"
9,3,1,10,11,99,1,1,5,9,12,3,2,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,1,"0"
14,4,2,6,6,99,1,1,1,6,8,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,6,"0"
14,4,2,28,13,99,2,1,2,9,12,1,2,2,4,2,2,3,2,2,2,2,4,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,"0"
14,4,2,11,12,99,1,1,7,9,12,1,2,2,2,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,"0"
14,4,2,6,4,1,4,0,2,7,9,1,2,2,3,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,"0"
98,3,1,10,5,99,1,1,4,9,12,2,2,3,2,1,1,1,2,2,1,2,2,2,2,2,3,2,2,2,1,1,1,1,2,2,2,2,2,2,2,"0"
8,4,2,7,9,99,2,1,3,6,8,2,2,2,3,2,2,2,2,2,2,2,3,99,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,"0"
9,3,1,10,5,99,1,1,6,9,12,1,2,4,4,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,5,"0"
14,4,2,6,1,1,2,0,2,6,8,1,2,2,3,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,"0"
13,3,1,6,2,2,1,1,2,0,8,1,2,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,3,"0"
14,4,2,9,9,99,1,1,4,9,12,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,"0"
7,4,2,27,11,99,2,1,7,9,12,2,1,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,1,"0"
14,9,1,10,4,1,1,1,5,9,12,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,"0"
14,4,2,9,2,1,3,0,3,6,8,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,"0"
14,3,1,8,12,99,2,1,5,9,12,1,2,3,2,3,2,2,3,3,2,2,3,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,"0"
14,4,2,11,4,1,4,1,7,7,12,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,"0"
13,4,2,8,99,3,2,0,4,9,12,1,2,3,4,2,2,2,2,3,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,3,1,2,2,2,2,"0"
13,3,1,10,3,1,2,1,6,9,12,1,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,"0"
14,4,2,7,7,99,2,0,3,6,8,1,2,3,3,2,1,1,2,2,2,2,4,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,"0"
12,4,2,11,14,99,2,0,7,9,12,2,1,2,4,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,"0"
98,8,2,10,9,99,2,1,5,9,12,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,"0"
10,3,1,7,99,2,5,0,2,7,12,2,2,1,2,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,3,"0"
14,3,1,8,10,99,1,1,1,0,6,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,"0"
12,4,2,9,3,2,4,0,5,10,12,2,2,2,2,1,2,2,2,2,1,2,4,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,"0"
13,4,2,7,2,1,1,1,2,7,8,2,2,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,"0"
13,4,2,10,6,99,1,1,7,0,12,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,"0"
13,4,2,9,10,99,1,1,5,9,12,1,2,1,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
14,4,2,5,3,1,1,1,1,6,8,2,2,3,2,2,1,1,2,3,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,4,2,2,1,2,3,"0"
14,3,1,27,14,99,1,1,7,9,12,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"0"
98,4,2,8,14,99,1,1,4,9,12,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,"0"
9,3,1,6,8,99,2,0,1,6,8,1,2,3,4,1,1,2,1,1,1,1,4,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,3,"0"
12,3,1,8,99,2,3,0,4,9,12,1,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
14,3,1,10,4,1,1,1,7,0,12,1,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
13,3,1,8,14,99,2,0,3,9,12,2,1,2,2,1,2,1,2,3,1,1,3,1,1,1,2,1,2,2,2,2,3,1,2,2,2,2,2,2,1,"0"
6,4,2,10,1,5,3,1,6,9,12,1,2,3,2,3,2,3,3,3,3,2,2,3,2,2,2,2,2,2,3,3,3,3,2,1,1,1,2,2,2,"0"
98,11,1,10,16,99,1,1,5,9,12,2,2,2,2,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,"0"
98,4,2,9,4,1,2,0,4,9,12,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
11,3,1,9,99,1,1,1,5,9,12,1,2,2,3,2,2,2,2,1,1,2,4,2,2,2,1,1,1,2,2,1,2,1,2,3,2,2,2,2,3,"0"
98,10,1,7,13,99,2,0,3,6,12,2,2,2,3,2,2,2,2,2,1,1,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,"0"
98,9,2,10,7,99,4,1,6,9,12,1,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,"0"
98,4,2,10,10,99,2,0,6,10,12,2,1,3,3,2,3,3,2,2,1,2,3,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,"0"
9,4,2,7,7,99,2,0,3,0,8,1,2,3,3,2,2,3,2,1,2,2,4,2,2,2,2,1,2,1,2,2,2,2,3,3,2,2,1,2,1,"0"
14,3,1,8,15,99,2,0,4,0,12,1,2,1,1,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,"0"
14,3,1,10,16,99,1,1,5,9,12,1,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,"0"
98,3,1,8,13,99,1,1,3,6,8,1,2,2,3,2,2,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,"0"
14,3,1,6,13,99,1,1,2,6,8,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,"0"
14,3,1,11,1,2,1,1,7,9,12,1,2,3,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,"0"
11,4,2,6,4,1,1,1,2,6,8,3,2,2,2,1,2,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,1,"0"
14,4,2,11,15,99,3,1,7,9,12,2,1,2,3,1,3,3,1,3,1,2,3,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,3,"0"
14,3,1,5,12,99,2,0,1,6,8,1,2,3,2,1,1,1,1,1,1,1,3,3,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,"0"
14,3,1,11,17,99,1,1,7,0,12,1,2,2,2,2,2,2,2,2,2,2,4,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,"0"
12,3,1,10,3,2,4,0,6,10,12,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,3,"0"
14,4,2,8,11,99,2,0,5,9,12,3,2,2,3,1,2,2,1,2,1,1,4,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,"0"
10,3,1,8,13,99,1,1,4,9,12,2,2,1,99,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,"0"
13,3,1,11,16,99,1,1,6,9,12,2,2,2,3,2,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,"0"
14,3,1,8,2,2,1,1,4,9,12,2,2,3,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,"0"
10,4,2,11,12,99,1,1,6,9,12,2,2,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,"0"
8,4,2,6,99,2,1,1,2,6,8,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,"0"
3,9,2,6,3,2,2,1,2,7,12,1,2,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,"0"
98,4,2,6,99,1,1,1,2,6,8,1,2,1,4,2,2,2,2,2,1,1,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,"0"
14,4,2,6,7,99,3,0,2,6,9,2,2,1,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"0"
13,3,1,10,11,99,1,1,6,9,12,1,2,1,1,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,"0"
9,9,2,7,2,2,1,1,4,9,12,1,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,3,2,3,3,1,1,1,2,2,2,3,"0"
10,4,2,6,8,99,1,1,1,1,6,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,"0"
3,3,1,7,2,2,2,0,3,0,8,1,2,2,3,2,2,2,2,2,2,2,4,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,"0"
10,3,1,9,8,99,2,1,5,9,12,3,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
9,3,1,7,99,2,2,0,3,7,8,1,2,3,3,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,4,"0"
13,4,2,27,6,99,2,1,7,9,12,1,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,"0"
98,4,2,7,12,99,2,0,3,0,12,1,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,"0"
7,4,2,5,3,1,2,1,1,6,8,1,2,2,3,2,1,1,2,2,1,1,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,"0"
98,9,1,8,5,99,1,1,3,0,8,1,2,99,2,2,2,2,2,2,2,2,3,99,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,3,"0"
13,4,2,6,10,99,1,1,2,7,8,2,2,3,3,2,2,3,1,1,1,1,4,2,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,"0"
8,3,2,7,99,4,1,1,2,6,8,2,2,3,4,2,2,1,2,3,2,2,3,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,1,2,3,"0"
14,10,1,9,1,1,3,0,5,10,12,1,1,2,4,2,1,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,"0"
14,4,2,7,5,99,1,1,2,6,8,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,"0"
1,3,1,6,5,99,2,0,2,6,8,1,2,3,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
13,3,1,7,99,3,1,1,2,6,8,2,2,3,3,2,2,2,2,2,2,2,3,1,2,1,2,1,2,2,3,2,2,2,2,1,2,2,2,2,1,"0"
98,3,1,8,14,99,1,1,3,6,8,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,"0"
12,4,2,8,13,99,3,0,4,9,12,2,2,2,3,2,2,2,2,2,2,2,3,3,3,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,"0"
14,3,1,9,1,1,1,1,5,9,12,1,2,3,4,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,"0"
14,4,2,7,13,99,2,0,3,6,8,2,2,2,2,2,2,1,2,2,1,1,4,1,2,2,1,1,1,1,3,2,1,1,2,2,2,2,1,2,2,"0"
98,9,2,8,13,99,1,1,3,6,8,1,2,3,3,2,2,1,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,"0"
14,3,1,7,99,1,1,1,3,6,8,1,2,3,3,1,1,1,2,2,1,1,4,1,1,1,1,1,1,1,4,1,1,1,2,2,1,2,1,1,1,"0"
98,3,1,6,99,1,1,1,2,0,12,1,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
98,4,2,7,13,99,2,1,5,9,12,2,2,1,2,1,2,2,1,1,2,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"0"
10,4,2,10,99,2,2,1,6,9,12,1,2,4,1,2,2,3,4,2,2,2,2,2,2,2,2,2,2,4,3,3,2,3,2,1,2,2,2,2,4,"0"
14,9,1,28,99,2,3,1,6,9,12,2,2,1,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,3,"0"
98,3,1,7,5,99,2,0,3,7,9,1,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"0"
98,3,1,11,2,1,2,0,7,9,12,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,"0"
11,3,1,9,16,99,2,1,6,10,12,1,1,2,2,2,2,2,1,2,2,1,3,2,2,1,2,1,1,1,1,2,2,1,3,3,1,2,1,2,1,"0"
14,3,1,7,3,1,2,1,3,6,8,1,2,2,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,"0"
14,4,2,28,10,99,1,1,7,9,12,1,2,2,2,1,1,2,2,1,1,1,4,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,"0"
10,4,2,10,7,99,1,1,5,9,12,2,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,"0"
98,3,1,11,8,99,2,1,6,9,12,2,2,2,2,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,3,2,3,1,2,3,2,2,2,2,2,"0"
14,4,2,8,14,99,2,0,4,9,12,1,1,2,2,1,2,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,4,1,1,2,2,2,2,1,"0"
10,3,1,8,8,99,1,1,4,9,12,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
98,3,1,11,17,99,1,1,7,9,12,3,2,1,1,1,1,1,2,2,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"0"
14,4,2,7,5,99,1,1,2,6,8,1,2,2,1,1,1,2,2,2,1,1,4,1,2,2,1,1,1,2,1,1,2,2,2,3,2,2,2,2,1,"0"
98,3,1,8,12,99,1,1,3,5,8,3,2,1,2,1,1,1,1,2,1,1,3,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,"0"
